time_spent,app_switches,hour_of_day,day_of_week,violations,session_gap,previous_usage,focus_sessions,addiction_score,relapse_risk,label,interaction_intensity,discipline_score,usage_pressure,night_flag
47,3,12,3,1,24,20,2,3.0100000000000002,0,focused,141,15,0.8,0
322,12,1,0,4,5,349,1,16.06,0,addicted,3864,-10,58.166666666666664,1
137,28,22,2,5,4,271,0,14.709999999999999,0,addicted,3836,-25,54.2,1
288,22,4,1,2,6,266,0,15.039999999999997,0,distracted,6336,-10,38.0,1
12,5,10,6,0,35,23,1,1.3599999999999999,1,focused,60,10,0.6388888888888888,0
44,10,5,3,1,12,178,3,4.32,0,addicted,440,25,13.692307692307692,0
29,7,17,3,0,21,56,2,2.27,1,focused,203,20,2.5454545454545454,0
34,13,20,0,0,21,167,3,3.62,0,distracted,442,30,7.590909090909091,0
31,2,9,4,1,36,85,1,2.3299999999999996,0,focused,62,5,2.2972972972972974,0
329,28,3,1,3,8,229,1,18.47,0,distracted,9212,-5,25.444444444444443,1
164,14,8,5,1,14,118,0,8.719999999999999,0,focused,2296,-5,7.866666666666666,0
171,6,5,2,0,23,67,0,6.33,0,distracted,1026,0,2.7916666666666665,0
267,33,1,3,4,3,168,1,18.61,0,distracted,8811,-10,42.0,1
71,2,16,3,0,49,107,3,2.5300000000000002,0,focused,142,30,2.14,0
152,18,4,5,2,2,168,0,10.16,0,addicted,2736,-10,56.0,1
198,12,5,1,2,24,165,3,10.34,0,distracted,2376,20,6.6,0
70,3,11,4,0,30,22,4,2.7,1,focused,210,40,0.7096774193548387,0
234,21,22,3,5,2,159,0,16.22,0,distracted,4914,-25,53.0,1
44,18,20,1,1,22,80,3,5.92,0,distracted,792,25,3.4782608695652173,0
44,7,9,5,1,52,111,3,3.72,1,distracted,308,25,2.0943396226415096,0
84,5,21,0,3,12,108,3,6.5200000000000005,0,distracted,420,15,8.307692307692308,0
114,8,20,4,3,20,155,3,8.02,0,focused,912,15,7.380952380952381,0
139,11,5,2,2,27,163,2,8.37,0,focused,1529,10,5.821428571428571,0
79,5,7,3,1,19,124,2,4.37,0,focused,395,15,6.2,0
272,29,1,1,5,9,224,0,18.96,0,addicted,7888,-25,22.4,1
51,6,11,0,1,55,75,2,3.7299999999999995,0,focused,306,15,1.3392857142857142,0
75,7,12,2,0,49,105,2,3.65,0,distracted,525,20,2.1,0
57,12,20,6,1,27,130,1,5.109999999999999,0,distracted,684,5,4.642857142857143,0
193,16,6,1,2,24,127,1,10.99,0,focused,3088,0,5.08,0
30,4,9,1,0,49,104,4,1.7,0,focused,120,40,2.08,0
34,5,12,2,1,24,100,1,3.02,0,focused,170,5,4.0,0
16,7,16,0,0,34,46,3,1.8800000000000001,0,distracted,112,30,1.3142857142857143,0
86,19,20,6,1,23,176,2,7.38,1,focused,1634,15,7.333333333333333,0
76,6,13,5,0,37,34,3,3.4799999999999995,0,focused,456,30,0.8947368421052632,0
297,34,1,0,4,7,159,0,19.71,0,addicted,10098,-20,19.875,1
125,12,21,4,0,19,99,2,6.15,1,focused,1500,20,4.95,0
76,5,10,3,0,21,77,1,3.28,0,focused,380,10,3.5,0
254,28,0,2,5,1,188,0,18.22,0,addicted,7112,-25,94.0,1
179,15,18,5,3,18,135,1,11.37,1,focused,2685,-5,7.105263157894737,0
195,12,20,6,3,28,154,1,11.25,0,distracted,2340,-5,5.310344827586207,0
284,10,3,2,3,8,246,1,13.52,0,addicted,2840,-5,27.333333333333332,1
34,18,18,2,2,14,175,3,6.62,0,distracted,612,20,11.666666666666666,0
63,19,20,0,2,11,141,1,7.69,0,distracted,1197,0,11.75,0
24,2,10,3,1,44,62,5,2.12,0,focused,48,45,1.3777777777777778,0
142,6,7,4,3,23,63,2,8.459999999999999,0,distracted,852,5,2.625,0
18,7,10,1,1,32,100,4,2.94,0,focused,126,35,3.0303030303030303,0
303,18,3,1,2,7,395,1,14.689999999999998,0,addicted,5454,0,49.375,1
28,4,16,2,0,59,118,1,1.64,0,focused,112,10,1.9666666666666666,0
172,5,6,3,2,23,159,3,8.16,0,focused,860,20,6.625,0
97,16,7,6,3,24,55,2,9.11,0,focused,1552,5,2.2,0
326,12,2,6,4,3,305,1,16.18,0,addicted,3912,-10,76.25,1
152,12,21,5,0,8,189,0,6.959999999999999,0,focused,1824,0,21.0,0
228,14,1,0,5,4,298,0,14.639999999999997,0,addicted,3192,-25,59.6,1
140,20,22,3,3,5,283,0,11.2,0,addicted,2800,-15,47.166666666666664,1
15,1,14,3,1,53,65,3,1.65,0,focused,15,25,1.2037037037037037,0
125,29,23,0,2,2,367,0,11.55,0,addicted,3625,-10,122.33333333333333,1
116,8,21,6,2,21,79,3,7.08,0,focused,928,20,3.590909090909091,0
78,4,21,6,0,16,71,2,3.1399999999999997,0,addicted,312,20,4.176470588235294,0
395,20,4,6,5,2,168,1,20.85,0,addicted,7900,-15,56.0,1
361,22,23,2,5,1,313,1,20.23,1,addicted,7942,-15,156.5,1
321,17,0,3,3,6,291,0,16.03,0,distracted,5457,-15,41.57142857142857,1
390,10,3,1,5,7,396,1,18.7,1,addicted,3900,-15,49.5,1
20,6,14,0,1,28,87,3,2.8,0,focused,120,25,3.0,0
119,10,19,6,3,12,160,3,8.569999999999999,0,distracted,1190,15,12.307692307692308,0
151,14,18,5,2,20,181,0,9.33,0,distracted,2114,-10,8.619047619047619,0
166,13,2,6,2,5,327,1,9.58,0,addicted,2158,0,54.5,1
34,3,19,6,1,22,118,2,2.62,0,distracted,102,15,5.130434782608695,0
37,6,10,4,0,31,29,2,2.31,0,focused,222,20,0.90625,0
32,5,16,2,0,36,57,5,1.9600000000000002,1,focused,160,50,1.5405405405405406,0
12,1,12,0,0,45,96,4,0.5599999999999999,0,focused,12,40,2.0869565217391304,0
54,3,10,4,1,48,32,2,3.22,0,focused,162,15,0.6530612244897959,0
148,22,1,4,4,3,388,0,12.84,1,addicted,3256,-20,97.0,1
111,5,8,5,1,7,111,0,5.33,0,distracted,555,-5,13.875,0
324,15,1,3,4,5,298,0,16.72,1,addicted,4860,-20,49.666666666666664,1
78,13,20,5,2,13,88,2,6.94,0,addicted,1014,10,6.285714285714286,0
189,10,8,3,0,23,57,0,7.669999999999999,0,distracted,1890,0,2.375,0
187,17,8,3,3,27,93,2,12.01,0,focused,3179,5,3.3214285714285716,0
59,9,7,0,2,17,171,3,5.57,0,distracted,531,20,9.5,0
36,5,16,6,0,54,88,4,2.0799999999999996,0,distracted,180,40,1.6,0
229,27,0,0,4,4,245,1,16.27,0,addicted,6183,-10,49.0,1
67,7,10,2,1,37,59,4,4.409999999999999,0,focused,469,35,1.5526315789473684,0
95,10,7,3,0,15,131,2,4.85,0,focused,950,20,8.1875,0
18,1,9,4,0,20,11,4,0.74,0,focused,18,40,0.5238095238095238,0
133,16,6,6,3,29,98,3,10.190000000000001,0,addicted,2128,15,3.2666666666666666,0
206,17,2,1,4,5,165,1,13.580000000000002,1,addicted,3502,-10,27.5,1
265,12,2,2,2,4,292,0,12.35,1,addicted,3180,-10,58.4,1
75,1,17,0,1,50,70,5,3.45,0,focused,75,45,1.3725490196078431,0
362,32,4,5,4,3,166,1,21.259999999999998,0,distracted,11584,-10,41.5,1
10,6,11,2,1,48,13,5,2.5,0,focused,60,45,0.2653061224489796,0
17,2,11,2,0,37,104,3,0.9099999999999999,0,focused,34,30,2.736842105263158,0
133,14,18,6,1,20,61,2,7.790000000000001,1,focused,1862,15,2.9047619047619047,0
41,11,5,2,0,26,98,3,3.4299999999999997,0,focused,451,30,3.6296296296296298,0
334,24,1,2,4,7,260,1,18.82,0,addicted,8016,-10,32.5,1
13,7,11,1,0,41,12,3,1.7899999999999998,0,focused,91,30,0.2857142857142857,0
146,19,18,5,1,12,99,3,9.18,0,focused,2774,25,7.615384615384615,0
273,21,4,5,5,1,291,1,17.389999999999997,0,addicted,5733,-15,145.5,1
53,2,11,5,1,36,19,2,2.9899999999999998,0,focused,106,15,0.5135135135135135,0
10,5,16,3,1,44,109,2,2.3,0,focused,50,15,2.422222222222222,0
31,7,16,4,1,42,24,2,3.3299999999999996,0,focused,217,15,0.5581395348837209,0
49,1,9,5,0,27,27,1,1.67,0,focused,49,10,0.9642857142857143,0
156,14,22,2,4,9,284,0,11.48,0,addicted,2184,-20,28.4,1
77,6,16,2,1,33,50,1,4.51,0,focused,462,5,1.4705882352941178,0
16,1,14,5,0,54,21,5,0.6799999999999999,0,focused,16,50,0.38181818181818183,0
42,6,11,6,0,25,11,5,2.46,0,focused,252,50,0.4230769230769231,0
77,3,15,5,1,48,110,4,3.9099999999999993,0,focused,231,35,2.2448979591836733,0
356,27,23,2,2,9,214,1,18.080000000000002,0,addicted,9612,0,21.4,1
177,7,18,3,3,26,182,1,9.709999999999999,0,addicted,1239,-5,6.7407407407407405,0
117,5,7,0,0,11,138,3,4.51,1,focused,585,30,11.5,0
58,12,20,0,3,27,88,0,7.140000000000001,1,focused,696,-15,3.142857142857143,0
77,4,16,5,1,33,53,2,4.109999999999999,0,focused,308,15,1.5588235294117647,0
286,34,22,1,5,9,305,1,20.380000000000003,0,addicted,9724,-15,30.5,1
129,25,4,5,3,4,344,1,11.87,0,addicted,3225,-5,68.8,1
71,15,21,6,0,11,151,0,5.13,0,addicted,1065,0,12.583333333333334,0
24,6,15,5,0,30,65,4,1.92,0,focused,144,40,2.096774193548387,0
167,15,5,0,3,25,70,3,11.01,0,focused,2505,15,2.6923076923076925,0
59,3,7,2,1,18,71,3,3.37,1,distracted,177,25,3.736842105263158,0
24,4,17,5,0,41,41,2,1.52,0,distracted,96,20,0.9761904761904762,0
48,7,11,2,0,21,75,3,2.84,0,focused,336,30,3.409090909090909,0
76,7,14,2,0,55,38,5,3.6799999999999997,0,distracted,532,50,0.6785714285714286,0
74,18,8,1,3,6,99,0,8.82,0,focused,1332,-15,14.142857142857142,0
52,7,12,2,1,36,53,2,3.96,1,focused,364,15,1.4324324324324325,0
43,5,14,0,1,23,117,2,3.29,0,focused,215,15,4.875,0
64,2,9,3,0,55,80,2,2.32,0,focused,128,20,1.4285714285714286,0
59,1,15,3,1,24,92,4,2.9699999999999998,1,focused,59,35,3.68,0
149,9,6,4,0,17,63,3,6.27,0,distracted,1341,30,3.5,0
59,7,16,6,0,39,81,5,3.17,0,focused,413,50,2.025,0
125,13,22,5,4,3,278,1,10.35,1,distracted,1625,-10,69.5,1
87,9,20,6,0,28,88,3,4.409999999999999,0,addicted,783,30,3.0344827586206895,0
186,16,21,0,2,11,144,0,10.78,0,distracted,2976,-10,12.0,0
81,16,6,2,2,8,140,3,7.63,1,distracted,1296,20,15.555555555555555,0
31,7,13,3,0,24,73,4,2.3299999999999996,0,focused,217,40,2.92,0
39,7,14,6,1,35,113,1,3.5700000000000003,0,distracted,273,5,3.138888888888889,0
42,6,20,0,2,13,135,2,4.46,0,focused,252,10,9.642857142857142,0
163,12,6,3,0,29,148,1,7.290000000000001,0,addicted,1956,10,4.933333333333334,0
187,10,8,2,0,29,144,1,7.609999999999999,0,focused,1870,10,4.8,0
61,3,18,6,3,20,65,1,5.43,0,focused,183,-5,3.0952380952380953,0
79,1,15,3,1,31,47,4,3.5700000000000003,0,focused,79,35,1.46875,0
61,10,7,5,1,12,123,2,4.83,0,focused,610,15,9.461538461538462,0
66,2,17,5,0,34,89,2,2.38,0,distracted,132,20,2.5428571428571427,0
342,26,22,4,3,5,382,0,18.46,0,addicted,8892,-15,63.666666666666664,1
69,3,17,4,1,45,111,3,3.6700000000000004,1,focused,207,25,2.4130434782608696,0
160,16,19,3,0,17,50,0,8.0,0,addicted,2560,0,2.7777777777777777,0
43,19,6,0,2,6,89,0,7.090000000000001,1,focused,817,-10,12.714285714285714,0
128,29,2,5,2,9,251,1,11.64,0,addicted,3712,0,25.1,1
71,4,17,0,1,56,25,5,3.9299999999999997,1,distracted,284,45,0.43859649122807015,0
18,7,9,0,0,48,40,3,1.94,1,distracted,126,30,0.8163265306122449,0
123,14,6,3,2,21,199,1,8.49,0,focused,1722,0,9.045454545454545,0
22,4,16,0,1,37,65,1,2.46,1,focused,88,5,1.7105263157894737,0
26,4,13,5,1,53,84,1,2.58,0,focused,104,5,1.5555555555555556,0
236,14,23,2,5,3,233,1,14.88,1,distracted,3304,-15,58.25,1
300,30,2,4,4,1,155,0,19.0,0,addicted,9000,-20,77.5,1
62,5,11,2,0,37,30,3,2.86,0,focused,310,30,0.7894736842105263,0
38,1,12,0,1,32,72,3,2.34,0,distracted,38,25,2.1818181818181817,0
376,17,1,2,2,5,235,0,16.68,0,distracted,6392,-10,39.166666666666664,1
315,21,2,5,2,4,394,0,15.65,1,addicted,6615,-10,78.8,1
265,31,4,5,4,6,215,0,18.15,0,addicted,8215,-20,30.714285714285715,1
52,3,10,0,1,58,34,3,3.16,0,focused,156,25,0.576271186440678,0
172,19,7,3,2,9,129,2,10.959999999999999,0,addicted,3268,10,12.9,0
358,19,22,2,3,5,265,1,17.54,0,distracted,6802,-5,44.166666666666664,1
142,22,22,3,2,1,169,1,10.66,0,addicted,3124,0,84.5,1
33,4,11,3,0,39,69,4,1.7899999999999998,0,focused,132,40,1.725,0
129,16,6,1,2,11,108,2,9.069999999999999,0,distracted,2064,10,9.0,0
20,2,14,0,1,45,77,1,2.0,0,focused,40,5,1.673913043478261,0
293,33,23,4,2,4,315,0,17.389999999999997,0,addicted,9669,-10,63.0,1
44,4,16,5,1,42,112,4,3.12,0,focused,176,35,2.604651162790698,0
324,17,3,5,2,5,308,1,15.12,0,addicted,5508,0,51.333333333333336,1
81,8,21,0,2,8,161,2,6.029999999999999,0,focused,648,10,17.88888888888889,0
56,2,12,6,1,26,119,2,3.08,0,distracted,112,15,4.407407407407407,0
27,6,17,6,1,58,103,2,3.0100000000000002,0,distracted,162,15,1.7457627118644068,0
165,27,0,6,2,9,381,1,12.35,0,addicted,4455,0,38.1,1
57,7,15,4,1,39,24,3,4.109999999999999,1,distracted,399,25,0.6,0
17,7,12,5,1,51,54,2,2.91,0,distracted,119,15,1.0384615384615385,0
33,6,9,0,1,30,79,1,3.19,0,distracted,198,5,2.5483870967741935,0
41,5,11,5,0,51,65,3,2.2299999999999995,0,focused,205,30,1.25,0
217,30,1,3,3,4,293,0,15.51,0,addicted,6510,-15,58.6,1
398,21,22,2,4,1,246,0,20.139999999999997,0,distracted,8358,-20,123.0,1
305,18,2,2,5,4,354,1,17.75,0,distracted,5490,-15,70.8,1
42,1,9,5,1,23,74,2,2.46,0,focused,42,15,3.0833333333333335,0
311,34,1,1,4,9,166,0,20.130000000000003,0,distracted,10574,-20,16.6,1
123,20,22,4,5,7,175,0,12.690000000000001,1,distracted,2460,-25,21.875,1
22,5,12,6,1,58,28,3,2.66,0,distracted,110,25,0.4745762711864407,0
56,5,12,4,1,49,55,4,3.6799999999999997,0,distracted,280,35,1.1,0
57,6,17,4,1,37,117,3,3.9099999999999993,1,distracted,342,25,3.0789473684210527,0
387,32,2,3,3,6,236,0,21.009999999999998,1,distracted,12384,-15,33.714285714285715,1
170,12,6,4,2,21,127,3,9.5,0,addicted,2040,20,5.7727272727272725,0
27,3,13,2,0,36,41,5,1.41,0,focused,81,50,1.1081081081081081,0
129,12,19,3,0,14,159,1,6.27,0,focused,1548,10,10.6,0
61,4,16,0,0,59,68,5,2.63,0,focused,244,50,1.1333333333333333,0
77,13,20,4,3,18,102,1,7.909999999999999,0,addicted,1001,-5,5.368421052631579,0
19,4,11,4,0,51,40,2,1.3699999999999999,0,focused,76,20,0.7692307692307693,0
36,7,15,0,0,23,68,5,2.4799999999999995,1,focused,252,50,2.8333333333333335,0
359,33,23,4,2,5,223,0,19.369999999999997,0,distracted,11847,-10,37.166666666666664,1
72,1,11,0,1,30,26,4,3.3599999999999994,0,focused,72,35,0.8387096774193549,0
38,5,14,3,0,47,81,4,2.1399999999999997,0,focused,190,40,1.6875,0
70,4,9,2,0,25,12,5,2.9,0,focused,280,50,0.46153846153846156,0
162,13,6,0,0,19,62,1,7.459999999999999,0,addicted,2106,10,3.1,0
93,9,19,1,1,26,167,3,5.59,0,focused,837,25,6.185185185185185,0
314,17,4,0,2,9,388,1,14.819999999999999,0,addicted,5338,0,38.8,1
196,20,0,4,2,6,211,0,11.879999999999999,1,distracted,3920,-10,30.142857142857142,1
10,3,16,6,0,42,116,5,0.9,0,focused,30,50,2.697674418604651,0
159,27,2,6,5,5,242,1,15.169999999999998,0,addicted,4293,-15,40.333333333333336,1
75,7,12,3,0,41,76,2,3.65,0,focused,525,20,1.8095238095238095,0
10,4,13,5,0,56,36,3,1.1,1,focused,40,30,0.631578947368421,0
215,32,23,3,3,7,183,1,15.85,0,addicted,6880,-5,22.875,1
52,6,17,5,0,51,52,4,2.7600000000000002,0,distracted,312,40,1.0,0
193,30,3,6,4,8,167,0,15.790000000000001,0,addicted,5790,-20,18.555555555555557,1
55,7,17,6,1,30,69,1,4.05,0,focused,385,5,2.225806451612903,0
397,31,4,0,2,3,343,0,20.11,1,addicted,12307,-10,85.75,1
27,3,15,2,1,22,91,1,2.41,0,distracted,81,5,3.9565217391304346,0
234,16,0,1,4,9,376,0,14.219999999999999,0,addicted,3744,-20,37.6,1
133,11,20,3,0,12,184,0,6.1899999999999995,0,focused,1463,0,14.153846153846153,0
11,3,13,4,0,47,92,1,0.93,0,focused,33,10,1.9166666666666667,0
55,5,14,5,0,57,15,3,2.65,0,focused,275,30,0.25862068965517243,0
111,7,8,4,0,15,66,3,4.7299999999999995,0,focused,777,30,4.125,0
27,4,14,2,1,20,23,2,2.6100000000000003,0,focused,108,15,1.0952380952380953,0
45,6,16,5,0,40,51,1,2.55,0,distracted,270,10,1.2439024390243902,0
219,16,23,3,3,7,299,0,12.77,0,distracted,3504,-15,37.375,1
191,19,3,0,3,4,267,0,12.53,0,addicted,3629,-15,53.4,1
28,7,11,4,1,37,108,4,3.2399999999999998,1,focused,196,35,2.8421052631578947,0
300,33,4,2,5,2,171,1,20.6,0,addicted,9900,-15,57.0,1
344,15,4,3,4,1,375,0,17.32,0,distracted,5160,-20,187.5,1
21,2,10,6,1,40,30,1,2.0300000000000002,0,focused,42,5,0.7317073170731707,0
93,19,5,6,3,21,122,3,9.59,0,distracted,1767,15,5.545454545454546,0
164,9,6,3,2,11,76,3,8.719999999999999,0,focused,1476,20,6.333333333333333,0
166,27,23,3,3,2,159,1,13.38,1,addicted,4482,-5,53.0,1
23,4,13,3,1,55,22,5,2.4899999999999998,0,focused,92,45,0.39285714285714285,0
157,16,23,5,5,8,197,0,12.91,0,addicted,2512,-25,21.88888888888889,1
64,7,10,3,0,27,13,5,3.3200000000000003,0,distracted,448,50,0.4642857142857143,0
67,5,12,4,0,22,28,1,3.01,0,focused,335,10,1.2173913043478262,0
299,18,1,2,4,5,220,0,16.57,1,distracted,5382,-20,36.666666666666664,1
106,14,6,5,3,12,177,0,8.98,0,distracted,1484,-15,13.615384615384615,0
122,7,19,3,3,25,153,0,8.059999999999999,1,focused,854,-15,5.884615384615385,0
182,28,3,1,5,1,180,0,16.06,1,addicted,5096,-25,90.0,1
85,11,7,1,1,18,99,1,5.75,0,distracted,935,5,5.2105263157894735,0
67,17,19,2,0,10,131,0,5.409999999999999,0,distracted,1139,0,11.909090909090908,0
156,18,21,6,3,21,89,0,11.28,0,addicted,2808,-15,4.045454545454546,0
144,6,20,0,0,26,138,0,5.52,0,focused,864,0,5.111111111111111,0
75,8,18,0,0,21,115,3,3.85,1,focused,600,30,5.2272727272727275,0
25,6,12,6,1,44,114,4,2.95,0,distracted,150,35,2.533333333333333,0
10,7,13,5,0,20,113,1,1.7,0,focused,70,10,5.380952380952381,0
30,5,9,5,1,51,42,4,2.9,0,focused,150,35,0.8076923076923077,0
21,1,10,5,0,34,83,3,0.8300000000000001,0,focused,21,30,2.3714285714285714,0
184,10,1,0,3,2,196,1,10.52,0,addicted,1840,-5,65.33333333333333,1
55,11,8,1,0,24,156,1,3.85,0,focused,605,10,6.24,0
33,1,16,0,0,42,60,2,1.19,0,distracted,33,20,1.3953488372093024,0
286,21,2,4,5,6,334,1,17.78,0,distracted,6006,-15,47.714285714285715,1
321,30,23,3,5,3,269,1,20.630000000000003,0,addicted,9630,-15,67.25,1
144,14,5,5,3,9,140,3,10.12,0,focused,2016,15,14.0,0
203,18,4,1,5,4,154,0,14.690000000000001,0,distracted,3654,-25,30.8,1
126,31,4,2,3,5,293,0,12.98,0,distracted,3906,-15,48.833333333333336,1
103,7,21,2,2,19,131,0,6.49,1,addicted,721,-10,6.55,0
31,7,14,3,1,27,77,3,3.3299999999999996,1,focused,217,25,2.75,0
340,32,22,1,2,4,324,1,18.6,0,distracted,10880,0,64.8,1
10,7,16,0,1,58,107,3,2.7,0,focused,70,25,1.8135593220338984,0
98,3,8,0,0,22,150,0,3.54,1,focused,294,0,6.521739130434782,0
258,10,2,4,4,6,206,1,13.739999999999998,0,addicted,2580,-10,29.428571428571427,1
31,8,19,4,3,14,154,3,5.529999999999999,0,distracted,248,15,10.266666666666667,0
29,4,16,0,1,28,81,4,2.67,0,focused,116,35,2.793103448275862,0
72,3,9,2,0,24,44,5,2.76,0,focused,216,50,1.76,0
309,29,2,5,4,6,246,0,19.07,0,addicted,8961,-20,35.142857142857146,1
24,6,17,2,1,43,65,1,2.92,0,focused,144,5,1.4772727272727273,0
29,1,17,4,1,44,83,4,2.07,0,focused,29,35,1.8444444444444446,0
21,7,16,3,1,36,78,2,3.0300000000000002,0,focused,147,15,2.108108108108108,0
238,10,23,0,4,2,391,1,13.139999999999997,0,distracted,2380,-10,130.33333333333334,1
161,14,2,4,4,7,218,1,11.629999999999999,1,addicted,2254,-10,27.25,1
155,21,2,4,3,1,200,1,11.85,0,distracted,3255,-5,100.0,1
78,15,5,5,0,29,73,0,5.34,0,focused,1170,0,2.433333333333333,0
19,5,12,0,1,52,96,2,2.57,0,distracted,95,15,1.8113207547169812,0
233,30,23,5,5,5,159,0,17.99,1,distracted,6990,-25,26.5,1
24,4,14,0,1,59,71,5,2.52,0,distracted,96,45,1.1833333333333333,0
52,15,8,5,0,20,90,1,4.5600000000000005,0,distracted,780,10,4.285714285714286,0
348,32,3,2,5,2,169,1,21.839999999999996,0,addicted,11136,-15,56.333333333333336,1
70,2,13,3,1,39,45,1,3.5,0,focused,140,5,1.125,0
250,24,4,3,4,5,272,1,16.3,0,addicted,6000,-10,45.333333333333336,1
317,31,1,0,2,3,156,1,17.71,0,addicted,9827,0,39.0,1
68,5,10,1,0,50,27,1,3.04,0,focused,340,10,0.5294117647058824,0
70,17,8,6,1,12,192,2,6.5,1,addicted,1190,15,14.76923076923077,0
199,11,23,4,5,4,293,0,13.169999999999998,0,distracted,2189,-25,58.6,1
346,34,2,4,2,5,279,0,19.18,0,addicted,11764,-10,46.5,1
85,16,8,0,3,19,161,0,8.75,0,distracted,1360,-15,8.05,0
285,22,2,5,3,3,319,1,15.95,0,addicted,6270,-5,79.75,1
300,16,1,1,4,7,266,1,16.2,0,addicted,4800,-10,33.25,1
13,1,11,2,1,33,92,3,1.59,0,focused,13,25,2.7058823529411766,0
27,4,9,5,0,49,30,1,1.61,0,focused,108,10,0.6,0
103,18,8,5,1,17,134,0,7.69,0,distracted,1854,-5,7.444444444444445,0
54,7,14,0,0,24,41,2,3.02,0,focused,378,20,1.64,0
54,15,7,0,3,24,121,3,7.62,0,focused,810,15,4.84,0
308,29,4,4,4,6,319,0,19.04,0,addicted,8932,-20,45.57142857142857,1
36,6,10,0,0,53,47,5,2.28,0,focused,216,50,0.8703703703703703,0
275,23,1,0,5,6,346,0,17.85,0,addicted,6325,-25,49.42857142857143,1
304,26,23,0,5,8,296,1,19.32,0,addicted,7904,-15,32.888888888888886,1
54,5,14,4,0,38,35,5,2.62,0,focused,270,50,0.8974358974358975,0
32,7,5,2,3,18,169,2,5.36,0,addicted,224,5,8.894736842105264,0
101,12,7,2,2,22,131,0,7.43,0,focused,1212,-10,5.695652173913044,0
199,32,4,6,5,1,397,0,17.369999999999997,0,addicted,6368,-25,198.5,1
13,2,15,6,0,59,60,1,0.79,1,focused,26,10,1.0,0
31,4,17,0,0,22,97,1,1.7299999999999998,1,focused,124,10,4.217391304347826,0
197,3,5,6,3,25,58,3,9.51,0,distracted,591,15,2.230769230769231,0
155,31,4,4,4,9,299,0,14.85,0,addicted,4805,-20,29.9,1
22,4,15,2,1,56,103,2,2.46,0,focused,88,15,1.8070175438596492,0
30,1,12,5,0,21,77,5,1.1,0,focused,30,50,3.5,0
396,33,4,2,3,2,322,1,21.48,0,addicted,13068,-5,107.33333333333333,1
66,7,12,2,1,52,61,2,4.38,0,focused,462,15,1.150943396226415,0
19,7,16,4,1,53,76,5,2.9699999999999998,0,focused,133,45,1.4074074074074074,0
79,5,17,6,0,48,115,1,3.37,0,focused,395,10,2.3469387755102042,0
67,7,7,5,3,6,61,2,6.409999999999999,0,focused,469,5,8.714285714285714,0
30,5,12,4,1,54,57,5,2.9,0,focused,150,45,1.0363636363636364,0
51,16,18,0,2,16,164,1,6.7299999999999995,0,distracted,816,0,9.647058823529411,0
368,18,2,3,3,4,222,0,17.639999999999997,0,distracted,6624,-15,44.4,1
177,28,23,2,4,9,165,0,14.91,0,addicted,4956,-20,16.5,1
47,5,7,3,1,15,99,2,3.41,0,addicted,235,15,6.1875,0
183,15,1,4,4,7,351,0,12.49,0,addicted,2745,-20,43.875,1
110,19,7,4,3,19,177,1,10.1,0,addicted,2090,-5,8.85,0
78,4,12,4,1,50,12,5,4.14,0,distracted,312,45,0.23529411764705882,0
69,2,12,3,1,43,84,3,3.47,0,focused,138,25,1.9090909090909092,0
224,28,0,4,3,3,343,0,15.319999999999999,1,addicted,6272,-15,85.75,1
184,9,5,0,1,18,174,0,8.319999999999999,1,focused,1656,-5,9.157894736842104,0
161,17,23,4,5,7,347,1,13.23,0,addicted,2737,-15,43.375,1
140,3,18,1,3,7,168,0,7.8,0,distracted,420,-15,21.0,0
61,6,15,6,1,48,17,2,4.029999999999999,0,focused,366,15,0.3469387755102041,0
194,7,7,3,0,24,137,2,7.219999999999999,1,distracted,1358,20,5.48,0
264,11,0,1,4,7,166,0,14.12,0,addicted,2904,-20,20.75,1
63,3,15,4,0,24,39,5,2.4899999999999998,0,focused,189,50,1.56,0
178,6,8,0,0,25,50,2,6.540000000000001,0,distracted,1068,20,1.9230769230769231,0
68,3,12,2,1,53,15,5,3.6399999999999997,0,focused,204,45,0.2777777777777778,0
78,7,10,5,0,32,60,1,3.7399999999999998,0,focused,546,10,1.8181818181818181,0
12,2,12,6,0,52,113,1,0.76,0,focused,24,10,2.1320754716981134,0
58,8,20,5,2,26,76,1,5.34,0,addicted,464,0,2.814814814814815,0
40,4,9,4,0,56,76,4,2.0,1,focused,160,40,1.3333333333333333,0
171,26,3,6,3,6,373,0,13.330000000000002,0,distracted,4446,-15,53.285714285714285,1
73,11,5,6,2,16,99,3,6.39,0,focused,803,20,5.823529411764706,0
180,14,6,0,0,23,167,0,8.2,0,distracted,2520,0,6.958333333333333,0
186,12,4,6,3,2,304,0,10.98,0,addicted,2232,-15,101.33333333333333,1
58,7,10,3,0,28,77,3,3.1399999999999997,0,focused,406,30,2.6551724137931036,0
10,7,12,1,0,50,27,4,1.7,0,focused,70,40,0.5294117647058824,0
36,19,18,1,2,15,112,1,6.88,0,focused,684,0,7.0,0
265,31,22,1,2,8,210,0,16.15,0,addicted,8215,-10,23.333333333333332,1
17,5,9,3,0,40,12,3,1.51,1,focused,85,30,0.2926829268292683,0
42,2,9,5,1,50,74,4,2.66,0,focused,84,35,1.4509803921568627,0
13,2,10,0,1,44,88,4,1.7899999999999998,0,distracted,26,35,1.9555555555555555,0
156,12,20,6,0,6,137,1,7.08,0,addicted,1872,10,19.571428571428573,0
